id,grado,nivel,scores,tiempo,resultado,juego
674,5,2,9,14,NO APRENDIO,2
675,6,1,15,8,NO APRENDIO,2
676,6,3,3,43,NO APRENDIO,2
677,2,2,29,28,NO APRENDIO,2
678,3,2,22,15,NO APRENDIO,2
679,3,1,1,27,NO APRENDIO,2
680,4,3,10,8,NO APRENDIO,2
681,3,2,1,47,NO APRENDIO,2
682,6,1,20,1,NO APRENDIO,2
683,2,1,5,3,NO APRENDIO,2
684,4,3,20,39,NO APRENDIO,2
685,2,1,11,13,NO APRENDIO,2
686,2,1,9,47,NO APRENDIO,2
687,6,3,29,10,NO APRENDIO,2
688,1,2,15,32,NO APRENDIO,2
689,6,3,19,43,NO APRENDIO,2
690,6,1,7,15,NO APRENDIO,2
691,3,3,24,23,NO APRENDIO,2
692,5,2,25,30,NO APRENDIO,2
693,3,1,5,39,NO APRENDIO,2
694,3,1,7,37,NO APRENDIO,2
695,5,1,9,31,NO APRENDIO,2
696,2,2,11,13,NO APRENDIO,2
697,1,1,13,8,NO APRENDIO,2
698,5,1,29,46,NO APRENDIO,2
699,3,1,15,31,NO APRENDIO,2
700,1,2,7,5,NO APRENDIO,2
701,6,3,2,45,NO APRENDIO,2
702,4,3,16,39,NO APRENDIO,2
703,1,1,16,48,NO APRENDIO,2
704,1,3,27,21,NO APRENDIO,2
705,6,3,17,41,NO APRENDIO,2
706,3,1,22,8,NO APRENDIO,2
707,1,1,14,19,NO APRENDIO,2
708,3,2,21,12,NO APRENDIO,2
709,1,1,20,1,NO APRENDIO,2
710,5,2,18,3,NO APRENDIO,2
711,3,3,25,42,NO APRENDIO,2
712,2,2,23,24,NO APRENDIO,2
713,1,1,8,1,NO APRENDIO,2
714,1,1,11,39,NO APRENDIO,2
715,4,1,29,7,NO APRENDIO,2
716,1,1,12,41,NO APRENDIO,2
717,1,3,12,32,NO APRENDIO,2
718,1,2,25,5,NO APRENDIO,2
719,4,3,12,38,NO APRENDIO,2
720,1,3,6,27,APRENDIO,2
721,2,1,2,11,APRENDIO,2
722,3,1,23,41,NO APRENDIO,2
723,2,3,10,40,NO APRENDIO,2
724,6,2,4,36,NO APRENDIO,2
725,1,2,24,10,NO APRENDIO,2
726,4,2,2,19,APRENDIO,2
727,4,3,9,21,APRENDIO,2
728,6,3,20,33,NO APRENDIO,2
729,3,3,17,4,NO APRENDIO,2
730,2,1,27,46,NO APRENDIO,2
731,3,2,22,10,NO APRENDIO,2
732,4,1,21,49,NO APRENDIO,2
733,4,2,4,10,APRENDIO,2
734,5,2,14,26,NO APRENDIO,2
735,5,3,30,15,NO APRENDIO,2
736,5,1,5,23,NO APRENDIO,2
737,1,3,27,49,NO APRENDIO,2
738,2,1,9,32,NO APRENDIO,2
739,2,1,16,6,NO APRENDIO,2
740,1,1,3,33,NO APRENDIO,2
741,2,1,24,38,NO APRENDIO,2
742,3,2,7,50,NO APRENDIO,2
743,4,2,10,15,NO APRENDIO,2
744,5,1,25,28,NO APRENDIO,2
745,4,1,12,11,NO APRENDIO,2
746,5,2,21,49,NO APRENDIO,2
747,5,1,25,46,NO APRENDIO,2
748,6,3,2,39,NO APRENDIO,2
749,3,1,19,32,NO APRENDIO,2
750,2,1,6,4,NO APRENDIO,2
751,4,3,21,20,NO APRENDIO,2
752,2,3,3,12,APRENDIO,2
753,6,3,19,35,NO APRENDIO,2
754,5,3,15,6,NO APRENDIO,2
755,1,2,10,5,NO APRENDIO,2
756,1,2,27,9,NO APRENDIO,2
757,6,2,20,20,NO APRENDIO,2
758,1,1,23,31,NO APRENDIO,2
759,3,2,10,45,NO APRENDIO,2
760,5,1,4,38,NO APRENDIO,2
761,3,3,20,42,NO APRENDIO,2
762,5,3,10,36,NO APRENDIO,2
763,3,1,16,17,NO APRENDIO,2
764,6,3,10,1,NO APRENDIO,2
765,1,3,2,11,APRENDIO,2
766,3,3,30,34,NO APRENDIO,2
767,2,3,11,19,NO APRENDIO,2
768,6,1,30,50,NO APRENDIO,2
769,6,1,14,24,NO APRENDIO,2
770,2,2,18,49,NO APRENDIO,2
771,3,3,2,25,APRENDIO,2
772,1,3,23,16,NO APRENDIO,2
773,5,1,27,42,NO APRENDIO,2
774,5,1,12,18,NO APRENDIO,2
775,4,1,25,29,NO APRENDIO,2
776,1,1,29,16,NO APRENDIO,2
777,5,3,5,20,APRENDIO,2
778,3,2,14,30,NO APRENDIO,2
779,4,2,14,10,NO APRENDIO,2
780,5,1,9,9,NO APRENDIO,2
781,2,2,1,32,NO APRENDIO,2
782,1,1,24,39,NO APRENDIO,2
783,4,3,4,27,APRENDIO,2
784,2,2,19,27,NO APRENDIO,2
785,1,3,7,21,APRENDIO,2
786,6,1,1,46,NO APRENDIO,2
787,5,2,25,11,NO APRENDIO,2
788,1,1,17,41,NO APRENDIO,2
789,6,3,29,12,NO APRENDIO,2
790,6,1,27,47,NO APRENDIO,2
791,5,2,12,32,NO APRENDIO,2
792,3,3,24,8,NO APRENDIO,2
793,1,1,12,12,NO APRENDIO,2
794,2,3,15,44,NO APRENDIO,2
795,1,3,2,38,NO APRENDIO,2
796,1,3,26,9,NO APRENDIO,2
797,1,2,19,39,NO APRENDIO,2
798,2,2,22,31,NO APRENDIO,2
799,3,1,28,15,NO APRENDIO,2
800,6,3,11,21,NO APRENDIO,2
801,3,3,17,35,NO APRENDIO,2
802,5,2,2,1,APRENDIO,2
803,2,1,23,48,NO APRENDIO,2
804,1,2,28,15,NO APRENDIO,2
805,6,2,21,21,NO APRENDIO,2
806,4,1,16,18,NO APRENDIO,2
807,3,3,1,48,NO APRENDIO,2
808,1,2,12,4,NO APRENDIO,2
809,1,1,19,7,NO APRENDIO,2
810,1,3,12,35,NO APRENDIO,2
811,6,3,27,42,NO APRENDIO,2
812,1,1,6,21,NO APRENDIO,2
813,2,2,22,47,NO APRENDIO,2
814,4,3,5,28,APRENDIO,2
815,3,1,23,2,NO APRENDIO,2
816,1,3,9,2,APRENDIO,2
817,3,2,9,42,NO APRENDIO,2
818,2,2,24,43,NO APRENDIO,2
819,4,2,1,48,NO APRENDIO,2
820,3,1,25,33,NO APRENDIO,2
821,3,3,7,10,APRENDIO,2
822,2,2,2,41,NO APRENDIO,2
823,5,3,19,8,NO APRENDIO,2
824,5,3,12,45,NO APRENDIO,2
825,1,2,8,14,NO APRENDIO,2
826,3,3,14,49,NO APRENDIO,2
827,5,1,3,18,NO APRENDIO,2
828,2,2,11,6,NO APRENDIO,2
829,2,1,10,20,NO APRENDIO,2
830,4,2,19,23,NO APRENDIO,2
831,5,2,14,6,NO APRENDIO,2
832,1,1,23,36,NO APRENDIO,2
833,3,3,1,42,NO APRENDIO,2
834,6,3,3,32,APRENDIO,2
835,1,1,30,28,NO APRENDIO,2
836,4,2,12,50,NO APRENDIO,2
837,3,2,23,11,NO APRENDIO,2
838,1,3,2,20,APRENDIO,2
839,3,1,1,12,APRENDIO,2
840,5,2,13,42,NO APRENDIO,2
841,4,3,24,34,NO APRENDIO,2
842,1,2,1,41,NO APRENDIO,2
843,3,3,19,1,NO APRENDIO,2
844,4,2,27,26,NO APRENDIO,2
845,3,1,6,46,NO APRENDIO,2
846,4,1,5,16,NO APRENDIO,2
847,1,2,11,10,NO APRENDIO,2
848,4,3,14,43,NO APRENDIO,2
849,3,3,15,32,NO APRENDIO,2
850,4,1,15,44,NO APRENDIO,2
851,2,1,11,32,NO APRENDIO,2
852,4,1,17,13,NO APRENDIO,2
853,4,2,21,7,NO APRENDIO,2
854,5,1,23,32,NO APRENDIO,2
855,6,1,26,46,NO APRENDIO,2
856,4,3,6,5,APRENDIO,2
857,1,2,17,37,NO APRENDIO,2
858,4,1,21,25,NO APRENDIO,2
859,6,3,15,17,NO APRENDIO,2
860,2,3,11,4,NO APRENDIO,2
861,3,2,28,20,NO APRENDIO,2
862,6,3,10,25,NO APRENDIO,2
863,5,1,20,17,NO APRENDIO,2
864,4,2,15,24,NO APRENDIO,2
865,5,2,12,24,NO APRENDIO,2
866,1,1,11,17,NO APRENDIO,2
867,4,1,24,35,NO APRENDIO,2
868,6,1,6,5,NO APRENDIO,2
869,3,1,23,15,NO APRENDIO,2
870,6,3,7,19,APRENDIO,2
871,1,1,13,4,NO APRENDIO,2
872,3,1,10,1,NO APRENDIO,2
873,4,2,16,40,NO APRENDIO,2
874,3,2,26,15,NO APRENDIO,2
875,5,1,1,1,APRENDIO,2
876,3,3,1,45,NO APRENDIO,2
877,1,1,13,16,NO APRENDIO,2
878,5,2,7,13,NO APRENDIO,2
879,5,2,16,39,NO APRENDIO,2
880,2,3,28,43,NO APRENDIO,2
881,3,1,12,7,NO APRENDIO,2
882,1,2,30,49,NO APRENDIO,2
883,5,2,4,39,NO APRENDIO,2
884,3,3,27,22,NO APRENDIO,2
885,1,3,28,4,NO APRENDIO,2
886,4,3,12,44,NO APRENDIO,2
887,1,1,12,7,NO APRENDIO,2
888,2,3,16,26,NO APRENDIO,2
889,6,3,10,49,NO APRENDIO,2
890,4,2,6,20,NO APRENDIO,2
891,3,3,13,40,NO APRENDIO,2
892,4,1,2,46,NO APRENDIO,2
893,4,3,14,25,NO APRENDIO,2
894,5,2,27,14,NO APRENDIO,2
895,3,2,6,10,NO APRENDIO,2
896,5,2,3,13,APRENDIO,2
897,4,1,2,39,NO APRENDIO,2
898,3,3,23,40,NO APRENDIO,2
899,5,3,4,46,NO APRENDIO,2
900,3,1,18,22,NO APRENDIO,2
901,6,3,2,41,NO APRENDIO,2
902,2,3,18,14,NO APRENDIO,2
903,6,3,8,37,NO APRENDIO,2
904,4,1,3,49,NO APRENDIO,2
905,6,1,14,17,NO APRENDIO,2
906,6,3,18,33,NO APRENDIO,2
907,3,2,30,36,NO APRENDIO,2
908,3,1,10,36,NO APRENDIO,2
909,5,2,21,6,NO APRENDIO,2
910,5,1,1,46,NO APRENDIO,2
911,3,3,9,5,APRENDIO,2
912,1,3,9,33,APRENDIO,2
913,3,2,5,12,APRENDIO,2
914,4,3,8,18,APRENDIO,2
915,1,2,29,12,NO APRENDIO,2
916,6,1,14,25,NO APRENDIO,2
917,2,2,10,47,NO APRENDIO,2
918,3,2,26,14,NO APRENDIO,2
919,1,3,23,50,NO APRENDIO,2
920,6,3,28,21,NO APRENDIO,2
921,1,3,8,30,APRENDIO,2
922,6,3,13,50,NO APRENDIO,2
923,1,2,11,1,NO APRENDIO,2
924,2,2,8,3,NO APRENDIO,2
925,3,2,17,14,NO APRENDIO,2
926,6,2,3,3,APRENDIO,2
927,5,3,4,9,APRENDIO,2
928,1,2,25,8,NO APRENDIO,2
929,3,3,3,39,NO APRENDIO,2
930,2,1,16,32,NO APRENDIO,2
931,5,1,20,17,NO APRENDIO,2
932,2,1,26,14,NO APRENDIO,2
933,5,2,5,1,APRENDIO,2
934,2,2,15,26,NO APRENDIO,2
935,2,3,8,38,NO APRENDIO,2
936,2,3,29,20,NO APRENDIO,2
937,5,2,10,33,NO APRENDIO,2
938,3,1,27,5,NO APRENDIO,2
939,1,3,28,1,NO APRENDIO,2
940,4,1,4,37,NO APRENDIO,2
941,4,1,16,19,NO APRENDIO,2
942,1,3,17,3,NO APRENDIO,2
943,6,2,12,19,NO APRENDIO,2
944,2,3,27,41,NO APRENDIO,2
945,1,3,3,4,APRENDIO,2
946,1,1,20,26,NO APRENDIO,2
947,2,1,3,38,NO APRENDIO,2
948,4,3,22,19,NO APRENDIO,2
949,5,1,24,23,NO APRENDIO,2
950,6,1,3,44,NO APRENDIO,2
951,6,1,21,11,NO APRENDIO,2
952,2,2,29,15,NO APRENDIO,2
953,2,2,15,16,NO APRENDIO,2
954,5,3,18,15,NO APRENDIO,2
955,4,2,19,16,NO APRENDIO,2
956,6,1,29,25,NO APRENDIO,2
957,4,2,23,12,NO APRENDIO,2
958,5,1,2,33,NO APRENDIO,2
959,5,1,2,14,APRENDIO,2
960,4,1,26,4,NO APRENDIO,2
961,5,2,1,17,APRENDIO,2
962,5,3,17,26,NO APRENDIO,2
963,1,3,7,21,APRENDIO,2
964,2,1,17,45,NO APRENDIO,2
965,2,1,4,36,NO APRENDIO,2
966,1,1,15,16,NO APRENDIO,2
967,1,3,6,48,NO APRENDIO,2
968,2,3,4,27,APRENDIO,2
969,4,3,2,16,APRENDIO,2
970,5,3,12,26,NO APRENDIO,2
971,6,1,24,8,NO APRENDIO,2
972,4,1,2,22,NO APRENDIO,2
973,2,2,21,29,NO APRENDIO,2
974,1,2,11,5,NO APRENDIO,2
975,5,2,22,29,NO APRENDIO,2
976,4,1,20,42,NO APRENDIO,2
977,5,2,8,7,NO APRENDIO,2
978,3,2,25,46,NO APRENDIO,2
979,3,3,12,49,NO APRENDIO,2
980,2,2,18,11,NO APRENDIO,2
981,2,2,15,41,NO APRENDIO,2
982,5,1,25,12,NO APRENDIO,2
983,1,3,21,20,NO APRENDIO,2
984,5,3,4,39,NO APRENDIO,2
985,3,2,5,16,APRENDIO,2
986,6,3,6,9,APRENDIO,2
987,1,3,23,49,NO APRENDIO,2
988,2,3,1,10,APRENDIO,2
989,1,3,21,50,NO APRENDIO,2
990,4,2,18,5,NO APRENDIO,2
991,3,1,24,42,NO APRENDIO,2
992,4,3,1,40,NO APRENDIO,2
993,6,2,20,21,NO APRENDIO,2
994,1,2,6,36,NO APRENDIO,2
995,1,2,25,50,NO APRENDIO,2
996,2,2,4,19,APRENDIO,2
997,1,2,22,33,NO APRENDIO,2
998,4,1,2,50,NO APRENDIO,2
999,2,3,8,26,APRENDIO,2
1000,4,3,30,10,NO APRENDIO,2
1001,2,1,20,21,NO APRENDIO,2
1002,2,2,15,30,NO APRENDIO,2
1003,3,3,20,20,NO APRENDIO,2
1004,1,3,8,18,APRENDIO,2
1005,5,3,2,50,NO APRENDIO,2
1006,2,2,14,45,NO APRENDIO,2
1007,5,1,8,35,NO APRENDIO,2
1008,3,3,13,6,NO APRENDIO,2
1009,3,1,5,20,NO APRENDIO,2
1010,1,3,12,46,NO APRENDIO,2
1011,2,2,15,19,NO APRENDIO,2
1012,5,3,25,50,NO APRENDIO,2
1013,5,2,21,38,NO APRENDIO,2
1014,5,2,10,3,NO APRENDIO,2
1015,2,2,11,47,NO APRENDIO,2
1016,4,2,24,25,NO APRENDIO,2
1017,5,1,28,33,NO APRENDIO,2
1018,5,2,8,2,NO APRENDIO,2
1019,5,3,22,4,NO APRENDIO,2
1020,1,2,10,18,NO APRENDIO,2
1021,1,2,25,47,NO APRENDIO,2
1022,4,1,8,33,NO APRENDIO,2
1023,5,2,3,31,NO APRENDIO,2
1024,2,1,25,12,NO APRENDIO,2
1025,6,3,4,33,APRENDIO,2
1026,4,3,13,39,NO APRENDIO,2
1027,6,2,28,16,NO APRENDIO,2
1028,1,1,7,31,NO APRENDIO,2
1029,1,2,1,50,NO APRENDIO,2
1030,5,1,23,37,NO APRENDIO,2
1031,1,2,12,3,NO APRENDIO,2
1032,2,1,16,4,NO APRENDIO,2
1033,3,2,5,18,APRENDIO,2
1034,3,3,2,1,APRENDIO,2
1035,2,3,25,9,NO APRENDIO,2
1036,1,2,28,37,NO APRENDIO,2
1037,2,1,28,33,NO APRENDIO,2
1038,1,3,3,37,NO APRENDIO,2
1039,6,1,13,50,NO APRENDIO,2
1040,2,3,18,22,NO APRENDIO,2
1041,4,3,11,45,NO APRENDIO,2
1042,5,2,8,9,NO APRENDIO,2
1043,4,3,25,44,NO APRENDIO,2
1044,6,3,4,13,APRENDIO,2
1045,6,3,27,12,NO APRENDIO,2
1046,1,2,2,5,APRENDIO,2
1047,6,2,5,30,NO APRENDIO,2
1048,4,1,4,10,APRENDIO,2
1049,4,3,16,35,NO APRENDIO,2
1050,2,3,26,43,NO APRENDIO,2
1051,5,2,17,33,NO APRENDIO,2
1052,6,1,3,5,APRENDIO,2
1053,2,3,11,21,NO APRENDIO,2
1054,6,2,6,24,NO APRENDIO,2
1055,6,1,30,33,NO APRENDIO,2
1056,6,1,10,23,NO APRENDIO,2
1057,6,1,24,6,NO APRENDIO,2
1058,2,2,10,7,NO APRENDIO,2
1059,2,1,25,38,NO APRENDIO,2
1060,5,1,2,49,NO APRENDIO,2
1061,2,3,12,13,NO APRENDIO,2
1062,5,1,15,23,NO APRENDIO,2
1063,4,1,23,29,NO APRENDIO,2
1064,5,1,27,34,NO APRENDIO,2
1065,2,2,12,12,NO APRENDIO,2
1066,6,3,17,6,NO APRENDIO,2
1067,1,2,8,32,NO APRENDIO,2
1068,4,2,7,21,NO APRENDIO,2
1069,4,2,2,41,NO APRENDIO,2
1070,4,3,24,12,NO APRENDIO,2
1071,2,2,14,43,NO APRENDIO,2
1072,1,1,14,30,NO APRENDIO,2
1073,5,1,21,41,NO APRENDIO,2
1074,4,2,23,8,NO APRENDIO,2
1075,4,2,8,16,NO APRENDIO,2
1076,5,3,23,35,NO APRENDIO,2
1077,2,1,12,48,NO APRENDIO,2
1078,1,2,12,14,NO APRENDIO,2
1079,5,2,18,1,NO APRENDIO,2
1080,3,3,3,41,NO APRENDIO,2
1081,4,1,10,1,NO APRENDIO,2
1082,2,1,5,24,NO APRENDIO,2
1083,1,1,24,39,NO APRENDIO,2
1084,5,3,23,22,NO APRENDIO,2
1085,1,3,14,26,NO APRENDIO,2
1086,3,1,7,21,NO APRENDIO,2
1087,6,1,22,24,NO APRENDIO,2
1088,1,2,13,6,NO APRENDIO,2
1089,6,3,10,36,NO APRENDIO,2
1090,6,1,7,21,NO APRENDIO,2
1091,2,2,18,2,NO APRENDIO,2
1092,5,3,7,25,APRENDIO,2
1093,6,1,21,22,NO APRENDIO,2
1094,4,1,29,18,NO APRENDIO,2
1095,1,3,6,28,APRENDIO,2
1096,6,2,16,18,NO APRENDIO,2
1097,2,3,24,47,NO APRENDIO,2
1098,5,2,23,23,NO APRENDIO,2
1099,1,3,14,21,NO APRENDIO,2
1100,4,3,3,34,APRENDIO,2
1101,4,2,25,10,NO APRENDIO,2
1102,5,2,29,26,NO APRENDIO,2
1103,5,3,17,28,NO APRENDIO,2
1104,6,3,6,35,APRENDIO,2
1105,3,2,30,41,NO APRENDIO,2
1106,2,3,14,4,NO APRENDIO,2
1107,3,1,23,35,NO APRENDIO,2
1108,3,2,13,15,NO APRENDIO,2
1109,3,1,11,47,NO APRENDIO,2
1110,3,2,23,6,NO APRENDIO,2
1111,1,1,6,47,NO APRENDIO,2
1112,6,3,1,43,NO APRENDIO,2
1113,4,2,30,2,NO APRENDIO,2
1114,3,1,8,5,NO APRENDIO,2
1115,6,3,6,25,APRENDIO,2
1116,3,1,12,42,NO APRENDIO,2
1117,3,3,20,8,NO APRENDIO,2
1118,4,1,11,30,NO APRENDIO,2
1119,6,3,16,20,NO APRENDIO,2
1120,6,3,1,49,NO APRENDIO,2
1121,3,1,12,39,NO APRENDIO,2
1122,5,1,19,28,NO APRENDIO,2
1123,3,1,10,49,NO APRENDIO,2
1124,6,2,23,7,NO APRENDIO,2
1125,5,2,29,32,NO APRENDIO,2
1126,6,2,5,9,APRENDIO,2
1127,2,1,25,29,NO APRENDIO,2
1128,2,3,17,33,NO APRENDIO,2
1129,2,3,17,49,NO APRENDIO,2
1130,5,2,22,32,NO APRENDIO,2
1131,4,3,26,47,NO APRENDIO,2
1132,5,3,21,27,NO APRENDIO,2
1133,4,1,6,2,NO APRENDIO,2
1134,3,1,18,48,NO APRENDIO,2
1135,5,3,24,38,NO APRENDIO,2
1136,3,3,28,17,NO APRENDIO,2
1137,5,2,5,16,APRENDIO,2
1138,2,1,25,11,NO APRENDIO,2
1139,5,3,9,17,APRENDIO,2
1140,5,3,29,5,NO APRENDIO,2
1141,5,2,3,5,APRENDIO,2
1142,6,1,25,8,NO APRENDIO,2
1143,5,1,20,14,NO APRENDIO,2
1144,4,2,4,33,NO APRENDIO,2
1145,6,1,27,48,NO APRENDIO,2
1146,1,3,30,49,NO APRENDIO,2
1147,4,2,21,21,NO APRENDIO,2
1148,3,1,5,11,NO APRENDIO,2
1149,2,1,4,43,NO APRENDIO,2
1150,2,1,5,44,NO APRENDIO,2
1151,4,1,18,10,NO APRENDIO,2
1152,3,3,30,24,NO APRENDIO,2
1153,3,3,5,6,APRENDIO,2
1154,4,2,10,13,NO APRENDIO,2
1155,4,2,3,9,APRENDIO,2
1156,1,3,11,26,NO APRENDIO,2
1157,3,1,2,7,APRENDIO,2
1158,3,2,11,12,NO APRENDIO,2
1159,3,1,22,12,NO APRENDIO,2
1160,3,2,2,29,NO APRENDIO,2
1161,5,1,3,35,NO APRENDIO,2
1162,4,1,23,45,NO APRENDIO,2
1163,2,3,8,18,APRENDIO,2
1164,6,1,18,34,NO APRENDIO,2
1165,4,3,2,35,APRENDIO,2
1166,6,1,24,42,NO APRENDIO,2
1167,5,3,1,21,APRENDIO,2
1168,4,2,25,25,NO APRENDIO,2
1169,1,1,5,6,NO APRENDIO,2
1170,6,2,5,27,NO APRENDIO,2
1171,6,3,12,4,NO APRENDIO,2
1172,1,1,1,35,NO APRENDIO,2
1173,4,3,8,47,NO APRENDIO,2
1174,2,1,19,23,NO APRENDIO,2
1175,6,1,29,15,NO APRENDIO,2
1176,2,1,26,25,NO APRENDIO,2
1177,6,3,4,15,APRENDIO,2
1178,1,3,6,10,APRENDIO,2
1179,4,1,11,47,NO APRENDIO,2
1180,1,2,6,49,NO APRENDIO,2
1181,1,1,30,44,NO APRENDIO,2
1182,2,1,28,17,NO APRENDIO,2
1183,6,1,28,35,NO APRENDIO,2
1184,5,3,5,7,APRENDIO,2
1185,3,3,3,37,NO APRENDIO,2
1186,1,3,13,15,NO APRENDIO,2
1187,6,2,25,42,NO APRENDIO,2
1188,6,1,16,28,NO APRENDIO,2
1189,2,1,19,35,NO APRENDIO,2
1190,2,1,21,24,NO APRENDIO,2
1191,5,3,23,16,NO APRENDIO,2
1192,2,1,28,26,NO APRENDIO,2
1193,4,2,27,19,NO APRENDIO,2
1194,4,2,3,16,APRENDIO,2
1195,5,2,21,37,NO APRENDIO,2
1196,6,1,2,42,NO APRENDIO,2
1197,4,3,21,35,NO APRENDIO,2
1198,2,1,9,38,NO APRENDIO,2
1199,6,2,26,24,NO APRENDIO,2
1200,6,1,28,21,NO APRENDIO,2
1201,2,3,9,11,APRENDIO,2
1202,5,1,16,25,NO APRENDIO,2
1203,4,2,6,2,NO APRENDIO,2
1204,1,2,21,15,NO APRENDIO,2
1205,3,3,27,49,NO APRENDIO,2
1206,1,1,10,50,NO APRENDIO,2
1207,1,1,13,15,NO APRENDIO,2
1208,2,3,19,1,NO APRENDIO,2
1209,5,1,28,35,NO APRENDIO,2
1210,6,1,13,7,NO APRENDIO,2
1211,3,1,9,7,NO APRENDIO,2
1212,4,2,12,16,NO APRENDIO,2
1213,6,1,9,44,NO APRENDIO,2
1214,3,2,18,32,NO APRENDIO,2
1215,6,1,24,50,NO APRENDIO,2
1216,5,2,23,1,NO APRENDIO,2
1217,6,2,21,32,NO APRENDIO,2
1218,3,2,7,17,NO APRENDIO,2
1219,5,1,30,9,NO APRENDIO,2
1220,6,2,1,7,APRENDIO,2
1221,1,3,8,19,APRENDIO,2
1222,2,1,21,8,NO APRENDIO,2
1223,2,2,20,11,NO APRENDIO,2
1224,1,3,2,16,APRENDIO,2
1225,1,2,10,5,NO APRENDIO,2
1226,4,1,14,21,NO APRENDIO,2
1227,3,1,19,7,NO APRENDIO,2
1228,2,2,15,26,NO APRENDIO,2
1229,6,2,3,31,NO APRENDIO,2
1230,6,2,2,6,APRENDIO,2
1231,1,3,18,5,NO APRENDIO,2
1232,4,3,4,43,NO APRENDIO,2
1233,1,2,21,21,NO APRENDIO,2
1234,5,1,29,1,NO APRENDIO,2
1235,3,1,11,46,NO APRENDIO,2
1236,1,1,9,21,NO APRENDIO,2
1237,3,1,19,26,NO APRENDIO,2
1238,6,3,16,14,NO APRENDIO,2
1239,1,3,29,47,NO APRENDIO,2
1240,4,1,25,18,NO APRENDIO,2
1241,6,3,5,50,NO APRENDIO,2
1242,3,3,23,1,NO APRENDIO,2
1243,2,3,7,19,APRENDIO,2
1244,1,3,10,29,NO APRENDIO,2
1245,1,2,5,49,NO APRENDIO,2
1246,3,3,17,15,NO APRENDIO,2
1247,1,1,8,21,NO APRENDIO,2
1248,6,2,6,23,NO APRENDIO,2
1249,1,3,14,16,NO APRENDIO,2
1250,6,1,18,24,NO APRENDIO,2
1251,6,3,30,8,NO APRENDIO,2
1252,6,2,20,11,NO APRENDIO,2
1253,2,2,14,2,NO APRENDIO,2
1254,1,1,21,41,NO APRENDIO,2
1255,4,1,9,22,NO APRENDIO,2
1256,4,3,11,17,NO APRENDIO,2
1257,5,3,23,20,NO APRENDIO,2
1258,1,3,12,44,NO APRENDIO,2
1259,6,3,26,8,NO APRENDIO,2
1260,4,2,24,16,NO APRENDIO,2
1261,4,2,26,7,NO APRENDIO,2
1262,3,3,18,14,NO APRENDIO,2
1263,3,1,17,29,NO APRENDIO,2
1264,6,3,29,41,NO APRENDIO,2
1265,5,1,20,10,NO APRENDIO,2
1266,1,3,7,45,NO APRENDIO,2
1267,1,3,9,28,APRENDIO,2
1268,2,2,15,25,NO APRENDIO,2
1269,6,2,2,16,APRENDIO,2
1270,2,1,3,6,APRENDIO,2
1271,4,2,24,29,NO APRENDIO,2
1272,6,1,20,7,NO APRENDIO,2
1273,4,3,2,33,APRENDIO,2
1274,6,1,25,8,NO APRENDIO,2
1275,4,1,15,30,NO APRENDIO,2
1276,2,2,7,3,NO APRENDIO,2
1277,6,1,6,23,NO APRENDIO,2
1278,2,3,25,29,NO APRENDIO,2
1279,6,3,13,24,NO APRENDIO,2
1280,1,1,27,35,NO APRENDIO,2
1281,3,2,28,5,NO APRENDIO,2
1282,3,3,16,2,NO APRENDIO,2
1283,4,3,25,31,NO APRENDIO,2
1284,6,3,12,50,NO APRENDIO,2
1285,4,1,9,2,NO APRENDIO,2
1286,6,3,14,25,NO APRENDIO,2
1287,5,1,7,24,NO APRENDIO,2
1288,4,3,18,14,NO APRENDIO,2
1289,3,1,29,47,NO APRENDIO,2
1290,1,1,16,8,NO APRENDIO,2
1291,4,1,19,37,NO APRENDIO,2
1292,3,2,6,28,NO APRENDIO,2
1293,5,2,25,32,NO APRENDIO,2
1294,4,1,27,11,NO APRENDIO,2
1295,6,3,23,36,NO APRENDIO,2
1296,6,1,17,5,NO APRENDIO,2
1297,1,3,24,25,NO APRENDIO,2
1298,6,2,21,48,NO APRENDIO,2
1299,6,2,13,20,NO APRENDIO,2
1300,6,2,2,15,APRENDIO,2
1301,2,2,29,45,NO APRENDIO,2
1302,4,2,28,33,NO APRENDIO,2
1303,3,2,1,47,NO APRENDIO,2
1304,2,1,11,45,NO APRENDIO,2
1305,3,1,24,46,NO APRENDIO,2
1306,1,3,30,34,NO APRENDIO,2
1307,4,2,6,17,NO APRENDIO,2
1308,3,3,1,34,APRENDIO,2
1309,1,1,19,40,NO APRENDIO,2
1310,4,1,21,42,NO APRENDIO,2
1311,2,3,25,23,NO APRENDIO,2
1312,4,1,11,21,NO APRENDIO,2
1313,6,2,10,4,NO APRENDIO,2
1314,5,2,24,15,NO APRENDIO,2
1315,5,2,1,39,NO APRENDIO,2
1316,6,3,5,19,APRENDIO,2
1317,4,1,4,25,NO APRENDIO,2
1318,4,3,1,35,APRENDIO,2
1319,6,2,19,36,NO APRENDIO,2
1320,1,2,5,31,NO APRENDIO,2
1321,5,3,22,35,NO APRENDIO,2
1322,1,2,18,12,NO APRENDIO,2
1323,1,1,26,23,NO APRENDIO,2
1324,4,3,19,41,NO APRENDIO,2
1325,1,2,10,30,NO APRENDIO,2
1326,2,1,4,50,NO APRENDIO,2
1327,2,2,7,44,NO APRENDIO,2
1328,3,1,28,45,NO APRENDIO,2
1329,2,3,24,38,NO APRENDIO,2
1330,5,1,24,15,NO APRENDIO,2
