grade,game,level,moves,time,result_test,result_game,time_per_move,move_efficiency
Third Grade,Hanoi,3,30,34,Failed,Failed,1.1333333333333333,3.3333333333333335
Sixth Grade,Hanoi,1,30,50,Failed,Failed,1.6666666666666667,7.5
Sixth Grade,Hanoi,1,14,24,Failed,Failed,1.7142857142857142,3.5
Second Grade,Hanoi,2,18,49,Failed,Failed,2.7222222222222223,3.6
Fifth Grade,Hanoi,1,27,42,Failed,Failed,1.5555555555555556,6.75
Fifth Grade,Hanoi,1,12,18,Failed,Failed,1.5,3.0
Fourth Grade,Hanoi,1,25,29,Failed,Failed,1.16,6.25
Third Grade,Hanoi,2,14,30,Failed,Failed,2.142857142857143,2.8
Fifth Grade,Hanoi,1,9,9,Failed,Failed,1.0,2.25
First Grade,Hanoi,1,24,39,Failed,Failed,1.625,6.0
Second Grade,Hanoi,2,19,27,Failed,Failed,1.4210526315789473,3.8
First Grade,Hanoi,1,17,41,Failed,Failed,2.411764705882353,4.25
Sixth Grade,Hanoi,1,27,47,Failed,Failed,1.7407407407407407,6.75
Fifth Grade,Hanoi,2,12,32,Failed,Failed,2.6666666666666665,2.4
First Grade,Hanoi,1,12,12,Failed,Failed,1.0,3.0
Second Grade,Hanoi,3,15,44,Failed,Failed,2.933333333333333,1.6666666666666667
First Grade,Hanoi,2,19,39,Failed,Failed,2.0526315789473686,3.8
Second Grade,Hanoi,2,22,31,Failed,Failed,1.4090909090909092,4.4
Third Grade,Hanoi,3,17,35,Failed,Failed,2.0588235294117645,1.8888888888888888
Second Grade,Hanoi,1,23,48,Failed,Failed,2.0869565217391304,5.75
Sixth Grade,Hanoi,2,21,21,Failed,Failed,1.0,4.2
Fourth Grade,Hanoi,1,16,18,Failed,Failed,1.125,4.0
Sixth Grade,Hanoi,3,27,42,Failed,Failed,1.5555555555555556,3.0
First Grade,Hanoi,1,6,21,Failed,Failed,3.5,1.5
Second Grade,Hanoi,2,22,47,Failed,Failed,2.1363636363636362,4.4
Third Grade,Hanoi,2,9,42,Failed,Failed,4.666666666666667,1.8
Second Grade,Hanoi,2,24,43,Failed,Failed,1.7916666666666667,4.8
Third Grade,Hanoi,1,25,33,Failed,Failed,1.32,6.25
First Grade,Hanoi,2,8,14,Failed,Failed,1.75,1.6
Fifth Grade,Hanoi,1,3,18,Failed,Failed,6.0,0.75
Second Grade,Hanoi,1,10,20,Failed,Failed,2.0,2.5
Fourth Grade,Hanoi,2,19,23,Failed,Failed,1.2105263157894737,3.8
First Grade,Hanoi,1,23,36,Failed,Failed,1.565217391304348,5.75
Fourth Grade,Hanoi,2,12,50,Failed,Failed,4.166666666666667,2.4
Fifth Grade,Hanoi,2,13,42,Failed,Failed,3.230769230769231,2.6
Fourth Grade,Hanoi,3,24,34,Failed,Failed,1.4166666666666667,2.6666666666666665
Third Grade,Hanoi,1,6,46,Failed,Failed,7.666666666666667,1.5
Fourth Grade,Hanoi,1,5,16,Failed,Failed,3.2,1.25
Third Grade,Hanoi,3,15,32,Failed,Failed,2.1333333333333333,1.6666666666666667
Fourth Grade,Hanoi,1,15,44,Failed,Failed,2.933333333333333,3.75
Second Grade,Hanoi,1,11,32,Failed,Failed,2.909090909090909,2.75
Fifth Grade,Hanoi,1,23,32,Failed,Failed,1.391304347826087,5.75
Sixth Grade,Hanoi,1,26,46,Failed,Failed,1.7692307692307692,6.5
First Grade,Hanoi,2,17,37,Failed,Failed,2.176470588235294,3.4
Fourth Grade,Hanoi,1,21,25,Failed,Failed,1.1904761904761905,5.25
Sixth Grade,Hanoi,3,15,17,Failed,Failed,1.1333333333333333,1.6666666666666667
Fourth Grade,Hanoi,2,15,24,Failed,Failed,1.6,3.0
Fifth Grade,Hanoi,2,12,24,Failed,Failed,2.0,2.4
First Grade,Hanoi,1,11,17,Failed,Failed,1.5454545454545454,2.75
Fourth Grade,Hanoi,1,24,35,Failed,Failed,1.4583333333333333,6.0
Fourth Grade,Hanoi,2,16,40,Failed,Failed,2.5,3.2
First Grade,Hanoi,1,13,16,Failed,Failed,1.2307692307692308,3.25
Fifth Grade,Hanoi,2,7,13,Failed,Failed,1.8571428571428572,1.4
Fifth Grade,Hanoi,2,16,39,Failed,Failed,2.4375,3.2
Second Grade,Hanoi,3,28,43,Failed,Failed,1.5357142857142858,3.111111111111111
First Grade,Hanoi,2,30,49,Failed,Failed,1.6333333333333333,6.0
Second Grade,Hanoi,3,16,26,Failed,Failed,1.625,1.7777777777777777
Third Grade,Hanoi,3,23,40,Failed,Failed,1.7391304347826086,2.5555555555555554
Third Grade,Hanoi,1,18,22,Failed,Failed,1.2222222222222223,4.5
Fourth Grade,Hanoi,1,3,49,Failed,Failed,16.333333333333332,0.75
Sixth Grade,Hanoi,1,14,17,Failed,Failed,1.2142857142857142,3.5
Sixth Grade,Hanoi,3,18,33,Failed,Failed,1.8333333333333333,2.0
Third Grade,Hanoi,2,30,36,Failed,Failed,1.2,6.0
Third Grade,Hanoi,1,10,36,Failed,Failed,3.6,2.5
Sixth Grade,Hanoi,1,14,25,Failed,Failed,1.7857142857142858,3.5
Second Grade,Hanoi,2,10,47,Failed,Failed,4.7,2.0
First Grade,Hanoi,3,23,50,Failed,Failed,2.1739130434782608,2.5555555555555554
Second Grade,Hanoi,1,16,32,Failed,Failed,2.0,4.0
Second Grade,Hanoi,2,15,26,Failed,Failed,1.7333333333333334,3.0
Fifth Grade,Hanoi,2,10,33,Failed,Failed,3.3,2.0
Fourth Grade,Hanoi,1,4,37,Failed,Failed,9.25,1.0
Fourth Grade,Hanoi,1,16,19,Failed,Failed,1.1875,4.0
Sixth Grade,Hanoi,2,12,19,Failed,Failed,1.5833333333333333,2.4
Second Grade,Hanoi,3,27,41,Failed,Failed,1.5185185185185186,3.0
First Grade,Hanoi,1,20,26,Failed,Failed,1.3,5.0
Second Grade,Hanoi,1,3,38,Failed,Failed,12.666666666666666,0.75
Sixth Grade,Hanoi,1,3,44,Failed,Failed,14.666666666666666,0.75
Second Grade,Hanoi,2,15,16,Failed,Failed,1.0666666666666667,3.0
Fifth Grade,Hanoi,3,17,26,Failed,Failed,1.5294117647058822,1.8888888888888888
Second Grade,Hanoi,1,17,45,Failed,Failed,2.6470588235294117,4.25
Second Grade,Hanoi,1,4,36,Failed,Failed,9.0,1.0
First Grade,Hanoi,1,15,16,Failed,Failed,1.0666666666666667,3.75
Second Grade,Hanoi,2,21,29,Failed,Failed,1.380952380952381,4.2
Fifth Grade,Hanoi,2,22,29,Failed,Failed,1.3181818181818181,4.4
Fourth Grade,Hanoi,1,20,42,Failed,Failed,2.1,5.0
Third Grade,Hanoi,2,25,46,Failed,Failed,1.84,5.0
Second Grade,Hanoi,2,15,41,Failed,Failed,2.7333333333333334,3.0
First Grade,Hanoi,3,23,49,Failed,Failed,2.130434782608696,2.5555555555555554
First Grade,Hanoi,3,21,50,Failed,Failed,2.380952380952381,2.3333333333333335
Third Grade,Hanoi,1,24,42,Failed,Failed,1.75,6.0
Sixth Grade,Hanoi,2,20,21,Failed,Failed,1.05,4.0
First Grade,Hanoi,2,25,50,Failed,Failed,2.0,5.0
First Grade,Hanoi,2,22,33,Failed,Failed,1.5,4.4
Second Grade,Hanoi,1,20,21,Failed,Failed,1.05,5.0
Second Grade,Hanoi,2,15,30,Failed,Failed,2.0,3.0
Third Grade,Hanoi,3,20,20,Failed,Failed,1.0,2.2222222222222223
Second Grade,Hanoi,2,14,45,Failed,Failed,3.2142857142857144,2.8
Fifth Grade,Hanoi,1,8,35,Failed,Failed,4.375,2.0
Third Grade,Hanoi,1,5,20,Failed,Failed,4.0,1.25
Second Grade,Hanoi,2,15,19,Failed,Failed,1.2666666666666666,3.0
Fifth Grade,Hanoi,3,25,50,Failed,Failed,2.0,2.7777777777777777
Fifth Grade,Hanoi,2,21,38,Failed,Failed,1.8095238095238095,4.2
Second Grade,Hanoi,2,11,47,Failed,Failed,4.2727272727272725,2.2
Fourth Grade,Hanoi,2,24,25,Failed,Failed,1.0416666666666667,4.8
Fifth Grade,Hanoi,1,28,33,Failed,Failed,1.1785714285714286,7.0
First Grade,Hanoi,2,10,18,Failed,Failed,1.8,2.0
First Grade,Hanoi,2,25,47,Failed,Failed,1.88,5.0
Fourth Grade,Hanoi,1,8,33,Failed,Failed,4.125,2.0
First Grade,Hanoi,1,7,31,Failed,Failed,4.428571428571429,1.75
Fifth Grade,Hanoi,1,23,37,Failed,Failed,1.608695652173913,5.75
First Grade,Hanoi,2,28,37,Failed,Failed,1.3214285714285714,5.6
Second Grade,Hanoi,1,28,33,Failed,Failed,1.1785714285714286,7.0
Sixth Grade,Hanoi,1,13,50,Failed,Failed,3.8461538461538463,3.25
Second Grade,Hanoi,3,18,22,Failed,Failed,1.2222222222222223,2.0
Fifth Grade,Hanoi,2,8,9,Failed,Failed,1.125,1.6
Fourth Grade,Hanoi,3,25,44,Failed,Failed,1.76,2.7777777777777777
Fourth Grade,Hanoi,1,4,10,Passed,Failed,2.5,1.0
Fourth Grade,Hanoi,3,16,35,Failed,Failed,2.1875,1.7777777777777777
Second Grade,Hanoi,3,26,43,Failed,Failed,1.6538461538461537,2.888888888888889
Fifth Grade,Hanoi,2,17,33,Failed,Failed,1.9411764705882353,3.4
Sixth Grade,Hanoi,1,3,5,Passed,Passed,1.6666666666666667,0.75
Sixth Grade,Hanoi,1,30,33,Failed,Failed,1.1,7.5
Sixth Grade,Hanoi,1,10,23,Failed,Failed,2.3,2.5
Second Grade,Hanoi,1,25,38,Failed,Failed,1.52,6.25
Fifth Grade,Hanoi,1,15,23,Failed,Failed,1.5333333333333334,3.75
Fourth Grade,Hanoi,1,23,29,Failed,Failed,1.2608695652173914,5.75
Fifth Grade,Hanoi,1,27,34,Failed,Failed,1.2592592592592593,6.75
Second Grade,Hanoi,2,12,12,Failed,Failed,1.0,2.4
First Grade,Hanoi,2,8,32,Failed,Failed,4.0,1.6
Fourth Grade,Hanoi,2,7,21,Failed,Failed,3.0,1.4
Second Grade,Hanoi,2,14,43,Failed,Failed,3.0714285714285716,2.8
First Grade,Hanoi,1,14,30,Failed,Failed,2.142857142857143,3.5
Fifth Grade,Hanoi,1,21,41,Failed,Failed,1.9523809523809523,5.25
Fourth Grade,Hanoi,2,8,16,Failed,Failed,2.0,1.6
Fifth Grade,Hanoi,3,23,35,Failed,Failed,1.5217391304347827,2.5555555555555554
Second Grade,Hanoi,1,12,48,Failed,Failed,4.0,3.0
First Grade,Hanoi,2,12,14,Failed,Failed,1.1666666666666667,2.4
Second Grade,Hanoi,1,5,24,Failed,Failed,4.8,1.25
First Grade,Hanoi,1,24,39,Failed,Failed,1.625,6.0
Third Grade,Hanoi,1,7,21,Failed,Failed,3.0,1.75
Sixth Grade,Hanoi,1,22,24,Failed,Failed,1.0909090909090908,5.5
Sixth Grade,Hanoi,1,7,21,Failed,Failed,3.0,1.75
Sixth Grade,Hanoi,1,21,22,Failed,Failed,1.0476190476190477,5.25
Sixth Grade,Hanoi,2,16,18,Failed,Failed,1.125,3.2
Second Grade,Hanoi,3,24,47,Failed,Failed,1.9583333333333333,2.6666666666666665
Fifth Grade,Hanoi,2,23,23,Failed,Failed,1.0,4.6
Fifth Grade,Hanoi,3,17,28,Failed,Failed,1.6470588235294117,1.8888888888888888
Third Grade,Hanoi,2,30,41,Failed,Failed,1.3666666666666667,6.0
Third Grade,Hanoi,1,23,35,Failed,Failed,1.5217391304347827,5.75
Third Grade,Hanoi,2,13,15,Failed,Failed,1.1538461538461537,2.6
Third Grade,Hanoi,1,11,47,Failed,Failed,4.2727272727272725,2.75
First Grade,Hanoi,1,6,47,Failed,Failed,7.833333333333333,1.5
Third Grade,Hanoi,1,12,42,Failed,Failed,3.5,3.0
Fourth Grade,Hanoi,1,11,30,Failed,Failed,2.727272727272727,2.75
Sixth Grade,Hanoi,3,16,20,Failed,Failed,1.25,1.7777777777777777
Third Grade,Hanoi,1,12,39,Failed,Failed,3.25,3.0
Fifth Grade,Hanoi,1,19,28,Failed,Failed,1.4736842105263157,4.75
Third Grade,Hanoi,1,10,49,Failed,Failed,4.9,2.5
Fifth Grade,Hanoi,2,29,32,Failed,Failed,1.103448275862069,5.8
Second Grade,Hanoi,1,25,29,Failed,Failed,1.16,6.25
Second Grade,Hanoi,3,17,33,Failed,Failed,1.9411764705882353,1.8888888888888888
Second Grade,Hanoi,3,17,49,Failed,Failed,2.8823529411764706,1.8888888888888888
Fifth Grade,Hanoi,2,22,32,Failed,Failed,1.4545454545454546,4.4
Fourth Grade,Hanoi,3,26,47,Failed,Failed,1.8076923076923077,2.888888888888889
Fifth Grade,Hanoi,3,21,27,Failed,Failed,1.2857142857142858,2.3333333333333335
Third Grade,Hanoi,1,18,48,Failed,Failed,2.6666666666666665,4.5
Fifth Grade,Hanoi,3,24,38,Failed,Failed,1.5833333333333333,2.6666666666666665
Sixth Grade,Hanoi,1,27,48,Failed,Failed,1.7777777777777777,6.75
First Grade,Hanoi,3,30,49,Failed,Failed,1.6333333333333333,3.3333333333333335
Fourth Grade,Hanoi,2,21,21,Failed,Failed,1.0,4.2
Third Grade,Hanoi,1,5,11,Failed,Failed,2.2,1.25
Second Grade,Hanoi,1,4,43,Failed,Failed,10.75,1.0
Second Grade,Hanoi,1,5,44,Failed,Failed,8.8,1.25
Fourth Grade,Hanoi,2,10,13,Failed,Failed,1.3,2.0
Third Grade,Hanoi,2,11,12,Failed,Failed,1.0909090909090908,2.2
Fifth Grade,Hanoi,1,3,35,Failed,Failed,11.666666666666666,0.75
Fourth Grade,Hanoi,1,23,45,Failed,Failed,1.9565217391304348,5.75
Sixth Grade,Hanoi,1,18,34,Failed,Failed,1.8888888888888888,4.5
Sixth Grade,Hanoi,1,24,42,Failed,Failed,1.75,6.0
Fourth Grade,Hanoi,2,25,25,Failed,Failed,1.0,5.0
First Grade,Hanoi,1,5,6,Failed,Failed,1.2,1.25
Second Grade,Hanoi,1,19,23,Failed,Failed,1.2105263157894737,4.75
Fourth Grade,Hanoi,1,11,47,Failed,Failed,4.2727272727272725,2.75
First Grade,Hanoi,1,30,44,Failed,Failed,1.4666666666666666,7.5
Sixth Grade,Hanoi,1,28,35,Failed,Failed,1.25,7.0
Sixth Grade,Hanoi,2,25,42,Failed,Failed,1.68,5.0
Sixth Grade,Hanoi,1,16,28,Failed,Failed,1.75,4.0
Second Grade,Hanoi,1,19,35,Failed,Failed,1.8421052631578947,4.75
Second Grade,Hanoi,1,21,24,Failed,Failed,1.1428571428571428,5.25
Fifth Grade,Hanoi,2,21,37,Failed,Failed,1.7619047619047619,4.2
Fourth Grade,Hanoi,3,21,35,Failed,Failed,1.6666666666666667,2.3333333333333335
Second Grade,Hanoi,1,9,38,Failed,Failed,4.222222222222222,2.25
Fifth Grade,Hanoi,1,16,25,Failed,Failed,1.5625,4.0
Third Grade,Hanoi,3,27,49,Failed,Failed,1.8148148148148149,3.0
First Grade,Hanoi,1,10,50,Failed,Failed,5.0,2.5
First Grade,Hanoi,1,13,15,Failed,Failed,1.1538461538461537,3.25
Fifth Grade,Hanoi,1,28,35,Failed,Failed,1.25,7.0
Fourth Grade,Hanoi,2,12,16,Failed,Failed,1.3333333333333333,2.4
Sixth Grade,Hanoi,1,9,44,Failed,Failed,4.888888888888889,2.25
Third Grade,Hanoi,2,18,32,Failed,Failed,1.7777777777777777,3.6
Sixth Grade,Hanoi,1,24,50,Failed,Failed,2.0833333333333335,6.0
Sixth Grade,Hanoi,2,21,32,Failed,Failed,1.5238095238095237,4.2
Third Grade,Hanoi,2,7,17,Failed,Failed,2.4285714285714284,1.4
Fourth Grade,Hanoi,1,14,21,Failed,Failed,1.5,3.5
Second Grade,Hanoi,2,15,26,Failed,Failed,1.7333333333333334,3.0
First Grade,Hanoi,2,21,21,Failed,Failed,1.0,4.2
Third Grade,Hanoi,1,11,46,Failed,Failed,4.181818181818182,2.75
First Grade,Hanoi,1,9,21,Failed,Failed,2.3333333333333335,2.25
Third Grade,Hanoi,1,19,26,Failed,Failed,1.368421052631579,4.75
First Grade,Hanoi,3,29,47,Failed,Failed,1.6206896551724137,3.2222222222222223
First Grade,Hanoi,1,8,21,Failed,Failed,2.625,2.0
Sixth Grade,Hanoi,1,18,24,Failed,Failed,1.3333333333333333,4.5
First Grade,Hanoi,1,21,41,Failed,Failed,1.9523809523809523,5.25
Fourth Grade,Hanoi,1,9,22,Failed,Failed,2.4444444444444446,2.25
Third Grade,Hanoi,1,17,29,Failed,Failed,1.7058823529411764,4.25
Sixth Grade,Hanoi,3,29,41,Failed,Failed,1.4137931034482758,3.2222222222222223
Second Grade,Hanoi,2,15,25,Failed,Failed,1.6666666666666667,3.0
Second Grade,Hanoi,1,3,6,Passed,Passed,2.0,0.75
Fourth Grade,Hanoi,2,24,29,Failed,Failed,1.2083333333333333,4.8
Fourth Grade,Hanoi,1,15,30,Failed,Failed,2.0,3.75
Sixth Grade,Hanoi,1,6,23,Failed,Failed,3.8333333333333335,1.5
Second Grade,Hanoi,3,25,29,Failed,Failed,1.16,2.7777777777777777
First Grade,Hanoi,1,27,35,Failed,Failed,1.2962962962962963,6.75
Fourth Grade,Hanoi,3,25,31,Failed,Failed,1.24,2.7777777777777777
Fifth Grade,Hanoi,1,7,24,Failed,Failed,3.4285714285714284,1.75
Third Grade,Hanoi,1,29,47,Failed,Failed,1.6206896551724137,7.25
Fourth Grade,Hanoi,1,19,37,Failed,Failed,1.9473684210526316,4.75
Fifth Grade,Hanoi,2,25,32,Failed,Failed,1.28,5.0
Sixth Grade,Hanoi,3,23,36,Failed,Failed,1.565217391304348,2.5555555555555554
First Grade,Hanoi,3,24,25,Failed,Failed,1.0416666666666667,2.6666666666666665
Sixth Grade,Hanoi,2,21,48,Failed,Failed,2.2857142857142856,4.2
Sixth Grade,Hanoi,2,13,20,Failed,Failed,1.5384615384615385,2.6
Second Grade,Hanoi,2,29,45,Failed,Failed,1.5517241379310345,5.8
Fourth Grade,Hanoi,2,28,33,Failed,Failed,1.1785714285714286,5.6
Second Grade,Hanoi,1,11,45,Failed,Failed,4.090909090909091,2.75
Third Grade,Hanoi,1,24,46,Failed,Failed,1.9166666666666667,6.0
First Grade,Hanoi,3,30,34,Failed,Failed,1.1333333333333333,3.3333333333333335
First Grade,Hanoi,1,19,40,Failed,Failed,2.1052631578947367,4.75
Fourth Grade,Hanoi,1,21,42,Failed,Failed,2.0,5.25
Fourth Grade,Hanoi,1,11,21,Failed,Failed,1.9090909090909092,2.75
Fourth Grade,Hanoi,1,4,25,Failed,Failed,6.25,1.0
Sixth Grade,Hanoi,2,19,36,Failed,Failed,1.894736842105263,3.8
Fifth Grade,Hanoi,3,22,35,Failed,Failed,1.5909090909090908,2.4444444444444446
Fourth Grade,Hanoi,3,19,41,Failed,Failed,2.1578947368421053,2.111111111111111
First Grade,Hanoi,2,10,30,Failed,Failed,3.0,2.0
Second Grade,Hanoi,1,4,50,Failed,Failed,12.5,1.0
Second Grade,Hanoi,2,7,44,Failed,Failed,6.285714285714286,1.4
Third Grade,Hanoi,1,28,45,Failed,Failed,1.6071428571428572,7.0
Second Grade,Hanoi,3,24,38,Failed,Failed,1.5833333333333333,2.6666666666666665
First Grade,Hanoi,3,19,31,Failed,Failed,1.631578947368421,2.111111111111111
First Grade,Hanoi,1,25,39,Failed,Failed,1.56,6.25
First Grade,Hanoi,3,29,38,Failed,Failed,1.3103448275862069,3.2222222222222223
Second Grade,Hanoi,1,23,25,Failed,Failed,1.0869565217391304,5.75
Sixth Grade,Hanoi,2,30,48,Failed,Failed,1.6,6.0
Third Grade,Hanoi,1,9,11,Failed,Failed,1.2222222222222223,2.25
Fourth Grade,Hanoi,2,19,39,Failed,Failed,2.0526315789473686,3.8
Sixth Grade,Hanoi,2,17,41,Failed,Failed,2.411764705882353,3.4
Fourth Grade,Hanoi,2,10,45,Failed,Failed,4.5,2.0
Third Grade,Hanoi,1,4,14,Passed,Failed,3.5,1.0
Third Grade,Hanoi,1,3,11,Passed,Failed,3.6666666666666665,0.75
Fifth Grade,Hanoi,1,24,24,Failed,Failed,1.0,6.0
First Grade,Hanoi,3,16,41,Failed,Failed,2.5625,1.7777777777777777
Second Grade,Hanoi,1,30,31,Failed,Failed,1.0333333333333334,7.5
Third Grade,Hanoi,3,18,23,Failed,Failed,1.2777777777777777,2.0
First Grade,Hanoi,2,12,33,Failed,Failed,2.75,2.4
Fifth Grade,Hanoi,1,29,33,Failed,Failed,1.1379310344827587,7.25
Third Grade,Hanoi,2,9,26,Failed,Failed,2.888888888888889,1.8
Fourth Grade,Hanoi,2,13,16,Failed,Failed,1.2307692307692308,2.6
Fourth Grade,Hanoi,2,9,18,Failed,Failed,2.0,1.8
First Grade,Hanoi,1,8,17,Failed,Failed,2.125,2.0
First Grade,Hanoi,1,17,28,Failed,Failed,1.6470588235294117,4.25
Fourth Grade,Hanoi,1,9,33,Failed,Failed,3.6666666666666665,2.25
Third Grade,Hanoi,3,16,26,Failed,Failed,1.625,1.7777777777777777
Fourth Grade,Hanoi,1,13,15,Failed,Failed,1.1538461538461537,3.25
Sixth Grade,Hanoi,2,21,25,Failed,Failed,1.1904761904761905,4.2
Second Grade,Hanoi,3,20,41,Failed,Failed,2.05,2.2222222222222223
Third Grade,Hanoi,2,26,39,Failed,Failed,1.5,5.2
Fourth Grade,Hanoi,1,16,40,Failed,Failed,2.5,4.0
Fourth Grade,Hanoi,1,4,9,Passed,Failed,2.25,1.0
Fifth Grade,Hanoi,1,28,50,Failed,Failed,1.7857142857142858,7.0
Second Grade,Hanoi,2,9,11,Failed,Failed,1.2222222222222223,1.8
Fourth Grade,Hanoi,1,21,32,Failed,Failed,1.5238095238095237,5.25
First Grade,Hanoi,3,15,41,Failed,Failed,2.7333333333333334,1.6666666666666667
Third Grade,Hanoi,1,8,24,Failed,Failed,3.0,2.0
Sixth Grade,Hanoi,1,7,36,Failed,Failed,5.142857142857143,1.75
Fourth Grade,Hanoi,2,28,36,Failed,Failed,1.2857142857142858,5.6
First Grade,Hanoi,1,19,22,Failed,Failed,1.1578947368421053,4.75
Third Grade,Hanoi,2,10,50,Failed,Failed,5.0,2.0
Second Grade,Hanoi,1,9,39,Failed,Failed,4.333333333333333,2.25
Fifth Grade,Hanoi,1,19,20,Failed,Failed,1.0526315789473684,4.75
Second Grade,Hanoi,1,21,32,Failed,Failed,1.5238095238095237,5.25
Sixth Grade,Hanoi,1,8,44,Failed,Failed,5.5,2.0
Third Grade,Hanoi,1,22,50,Failed,Failed,2.272727272727273,5.5
Sixth Grade,Hanoi,1,4,11,Passed,Failed,2.75,1.0
Second Grade,Hanoi,1,29,36,Failed,Failed,1.2413793103448276,7.25
Sixth Grade,Hanoi,3,24,24,Failed,Failed,1.0,2.6666666666666665
Fourth Grade,Hanoi,3,29,36,Failed,Failed,1.2413793103448276,3.2222222222222223
Third Grade,Hanoi,2,14,42,Failed,Failed,3.0,2.8
First Grade,Hanoi,2,21,34,Failed,Failed,1.619047619047619,4.2
Sixth Grade,Hanoi,2,22,47,Failed,Failed,2.1363636363636362,4.4
Fifth Grade,Hanoi,2,10,21,Failed,Failed,2.1,2.0
Third Grade,Hanoi,2,14,47,Failed,Failed,3.357142857142857,2.8
First Grade,Hanoi,3,28,48,Failed,Failed,1.7142857142857142,3.111111111111111
Fourth Grade,Hanoi,2,26,42,Failed,Failed,1.6153846153846154,5.2
Second Grade,Hanoi,2,13,21,Failed,Failed,1.6153846153846154,2.6
Fourth Grade,Hanoi,1,21,22,Failed,Failed,1.0476190476190477,5.25
Second Grade,Hanoi,1,14,41,Failed,Failed,2.9285714285714284,3.5
Fourth Grade,Hanoi,3,23,27,Failed,Failed,1.173913043478261,2.5555555555555554
Fourth Grade,Hanoi,2,25,33,Failed,Failed,1.32,5.0
First Grade,Hanoi,1,7,18,Failed,Failed,2.5714285714285716,1.75
First Grade,Hanoi,1,30,32,Failed,Failed,1.0666666666666667,7.5
Second Grade,Hanoi,1,25,26,Failed,Failed,1.04,6.25
First Grade,Hanoi,3,20,35,Failed,Failed,1.75,2.2222222222222223
Second Grade,Hanoi,2,20,22,Failed,Failed,1.1,4.0
Sixth Grade,Hanoi,3,19,34,Failed,Failed,1.7894736842105263,2.111111111111111
Fifth Grade,Hanoi,2,13,17,Failed,Failed,1.3076923076923077,2.6
Sixth Grade,Hanoi,1,20,47,Failed,Failed,2.35,5.0
Sixth Grade,Hanoi,2,18,45,Failed,Failed,2.5,3.6
Fifth Grade,Hanoi,1,22,26,Failed,Failed,1.1818181818181819,5.5
First Grade,Hanoi,2,17,47,Failed,Failed,2.764705882352941,3.4
Fourth Grade,Hanoi,1,4,17,Failed,Failed,4.25,1.0
Fifth Grade,Hanoi,2,28,45,Failed,Failed,1.6071428571428572,5.6
Fourth Grade,Hanoi,1,5,50,Failed,Failed,10.0,1.25
Fifth Grade,Hanoi,1,15,46,Failed,Failed,3.066666666666667,3.75
First Grade,Hanoi,1,28,35,Failed,Failed,1.25,7.0
Third Grade,Hanoi,2,14,29,Failed,Failed,2.0714285714285716,2.8
Second Grade,Hanoi,1,30,35,Failed,Failed,1.1666666666666667,7.5
Fifth Grade,Hanoi,2,9,29,Failed,Failed,3.2222222222222223,1.8
Fourth Grade,Hanoi,2,22,37,Failed,Failed,1.6818181818181819,4.4
Sixth Grade,Hanoi,3,18,22,Failed,Failed,1.2222222222222223,2.0
Third Grade,Hanoi,3,26,37,Failed,Failed,1.4230769230769231,2.888888888888889
Fifth Grade,Hanoi,1,14,26,Failed,Failed,1.8571428571428572,3.5
First Grade,Hanoi,2,13,44,Failed,Failed,3.3846153846153846,2.6
Fifth Grade,Hanoi,2,9,22,Failed,Failed,2.4444444444444446,1.8
Third Grade,Hanoi,3,25,31,Failed,Failed,1.24,2.7777777777777777
First Grade,Hanoi,1,6,22,Failed,Failed,3.6666666666666665,1.5
Fifth Grade,Hanoi,1,24,32,Failed,Failed,1.3333333333333333,6.0
First Grade,Hanoi,1,27,49,Failed,Failed,1.8148148148148149,6.75
Second Grade,Hanoi,2,12,17,Failed,Failed,1.4166666666666667,2.4
First Grade,Hanoi,2,10,39,Failed,Failed,3.9,2.0
Third Grade,Hanoi,1,4,31,Failed,Failed,7.75,1.0
Second Grade,Hanoi,2,27,46,Failed,Failed,1.7037037037037037,5.4
Second Grade,Hanoi,2,19,19,Failed,Failed,1.0,3.8
Third Grade,Hanoi,3,16,28,Failed,Failed,1.75,1.7777777777777777
Third Grade,Hanoi,2,26,26,Failed,Failed,1.0,5.2
Fifth Grade,Hanoi,2,18,38,Failed,Failed,2.111111111111111,3.6
Third Grade,Hanoi,2,8,50,Failed,Failed,6.25,1.6
Fourth Grade,Hanoi,1,26,37,Failed,Failed,1.4230769230769231,6.5
Third Grade,Hanoi,2,11,34,Failed,Failed,3.090909090909091,2.2
Second Grade,Hanoi,1,16,22,Failed,Failed,1.375,4.0
Fifth Grade,Hanoi,2,17,49,Failed,Failed,2.8823529411764706,3.4
Fifth Grade,Hanoi,1,17,36,Failed,Failed,2.1176470588235294,4.25
Second Grade,Hanoi,1,15,30,Failed,Failed,2.0,3.75
Second Grade,Hanoi,2,26,43,Failed,Failed,1.6538461538461537,5.2
Second Grade,Hanoi,2,20,22,Failed,Failed,1.1,4.0
Fifth Grade,Hanoi,1,13,23,Failed,Failed,1.7692307692307692,3.25
Second Grade,Hanoi,1,13,29,Failed,Failed,2.230769230769231,3.25
Third Grade,Hanoi,3,17,43,Failed,Failed,2.5294117647058822,1.8888888888888888
Second Grade,Hanoi,1,4,47,Failed,Failed,11.75,1.0
Fifth Grade,Hanoi,1,7,19,Failed,Failed,2.7142857142857144,1.75
Third Grade,Hanoi,2,18,38,Failed,Failed,2.111111111111111,3.6
Sixth Grade,Hanoi,1,5,7,Failed,Failed,1.4,1.25
